timestamp,api,access_token,ip_address,cookie,invoke_path,http_method
places,aca7213a-c803-3c0b-a450-6736a3fbfee1,192.0.6.67,JSESSIONID=zw03crz5ontp1pxvgq4mo1i3mzug8m0,places/1/getplace,GET
news,93b87e9e-c9c3-318c-b4ae-57bdf52a5a44,203.0.164.156,JSESSIONID=tol9d3550u1eunjplv8kd4bre7mfhrf,news/1/getnews,GET
places,8efb0e15-8b6c-32de-8a71-4a919773442f,203.0.96.215,JSESSIONID=ikd2zz894m80vbo803168n7zqe1drrd,places/1/getplace,GET
news,ac1afdd2-84e9-30d0-9ddd-2e1725519137,168.57.6.68,JSESSIONID=27x29eg8vc0jd5i7psc61osjsbmjtav,news/1/getnews,GET
news,b2d76e1f-5452-3f56-9da6-6ea4cdbcb6bb,192.46.117.161,JSESSIONID=2p36qhyifrwdhz24slay8f8nf2zim0b,news/1/getnews,GET
news,aca7213a-c803-3c0b-a450-6736a3fbfee1,192.0.6.67,JSESSIONID=zw03crz5ontp1pxvgq4mo1i3mzug8m0,news/1/getnews,GET
places,ac1afdd2-84e9-30d0-9ddd-2e1725519137,168.57.6.68,JSESSIONID=27x29eg8vc0jd5i7psc61osjsbmjtav,places/1/getplace,GET
news,dac35309-8e79-3dba-bdbe-dfa391db42a5,203.168.71.148,JSESSIONID=tazae08ljtu9b9l7dad0asbzobtrm7u,news/1/getnews,GET
news,af768ae1-b66d-334a-8d19-0c819e36c983,169.215.65.145,JSESSIONID=wtdng46vg8zojwuiasv4z08g8nxvzws,news/1/getnews,GET
news,92041009-17b2-37ad-9d9a-0e3bcb1b883d,7.51.24.248,JSESSIONID=f1u8x02f2gyvpnqp3s2adzdcxaf8qvf,news/1/getnews,GET
news,1693f425-1f4a-3f0d-8e10-70bc3e84e98b,203.0.112.109,JSESSIONID=6l9rvkn1tc93v2j2hgqzua6ja5e5j7y,news/1/getnews,GET
news,bbf7d77f-d22e-3ae7-82ab-869a60ef7cea,192.0.97.83,JSESSIONID=ttx6rn5eg3y27qrvsjk2c6thdi7lwsg,news/1/getnews,GET
places,4f935552-e9f4-3c1a-9008-127572651d9f,192.60.143.251,JSESSIONID=qneafwqnfcrxs9o54on2w268jyk8h83,places/1/getplace,GET
news,912c2055-62b0-3db1-883a-ce5b21395842,192.236.30.165,JSESSIONID=xrglw2p13v0rt5z7vpbd8x8o9bryh4r,news/1/getnews,GET
